Name,Description,Latitude,Longitude,InfoURL,ImageURL
UCSB,A great university,34.4,-119.8,https://en.wikipedia.org/wiki/University_of_California,https://web.physics.ucsb.edu/~Women/images/ucsb-big.jpg
